Subscription Type,Monthly Revenue,Join Date,Last Payment Date,Age,Gender,Device,Kategori,Durasi Langganan (hari),Country_Australia,Country_Brazil,Country_Canada,Country_France,Country_Germany,Country_Italy,Country_Mexico,Country_Spain,Country_United Kingdom,Country_United States,Plan Duration_1 Month
2,12,2022-09-08,2023-03-07,32,0,2,1,180,False,False,True,False,False,False,False,False,False,False,True
1,10,2022-06-08,2023-04-07,39,1,4,1,303,False,False,False,False,False,False,False,False,False,True,True
0,15,2022-07-17,2023-04-07,37,1,1,1,264,False,False,False,False,False,False,False,False,False,True,True
1,11,2022-12-07,2023-02-07,46,1,2,1,62,False,False,True,False,False,False,False,False,False,False,True
2,11,2022-12-07,2023-03-07,39,1,3,1,90,False,False,False,False,False,False,False,False,True,False,True
0,12,2022-02-07,2023-04-07,46,0,2,1,424,True,False,False,False,False,False,False,False,False,False,True
2,13,2022-02-07,2023-03-07,43,1,1,1,393,False,False,False,False,True,False,False,False,False,False,True
1,10,2022-06-30,2023-02-07,32,0,1,1,222,False,False,False,True,False,False,False,False,False,False,True
0,12,2022-06-30,2023-04-07,30,0,4,1,281,False,True,False,False,False,False,False,False,False,False,True
2,11,2022-01-07,2023-04-07,40,0,2,1,455,False,False,False,False,False,False,True,False,False,False,True
1,11,2022-06-30,2023-04-07,51,0,3,2,281,False,False,False,False,False,False,False,True,False,False,True
0,10,2022-06-29,2023-02-07,40,0,3,1,223,False,False,False,False,False,True,False,False,False,False,True
1,12,2022-06-30,2023-03-07,28,1,4,1,250,False,False,False,False,False,False,False,True,False,False,True
0,14,2022-06-29,2023-04-07,51,0,3,2,282,False,False,False,False,False,False,False,True,False,False,True
2,14,2022-06-26,2023-03-07,27,1,1,1,254,False,False,False,False,False,False,False,False,False,True,True
2,14,2022-06-27,2023-01-07,35,1,4,1,194,False,False,True,False,False,False,False,False,False,False,True
0,11,2022-06-24,2023-03-07,37,1,1,1,256,False,False,False,False,False,False,False,False,False,True,True
1,14,2022-06-23,2023-04-07,51,1,4,2,288,False,False,False,False,False,False,False,False,False,True,True
0,11,2022-06-23,2023-03-07,40,1,4,1,257,False,False,True,False,False,False,False,False,False,False,True
2,14,2022-06-25,2023-03-07,38,1,1,1,255,False,False,False,False,False,False,False,False,True,False,True
1,11,2022-06-28,2023-03-07,48,0,1,1,252,True,False,False,False,False,False,False,False,False,False,True
0,11,2022-01-07,2023-03-07,49,1,3,2,424,False,False,False,False,True,False,False,False,False,False,True
1,15,2022-02-07,2023-05-07,33,0,1,1,454,False,False,False,True,False,False,False,False,False,False,True
0,10,2022-06-07,2023-03-07,34,0,2,1,273,False,True,False,False,False,False,False,False,False,False,True
2,15,2022-12-07,2023-06-07,39,1,2,1,182,False,False,False,False,False,False,True,False,False,False,True
2,13,2022-07-17,2023-02-07,37,0,2,1,205,False,False,False,False,False,False,False,True,False,False,True
0,15,2022-07-23,2023-05-07,44,1,1,1,288,False,False,False,False,False,True,False,False,False,False,True
1,15,2022-07-29,2023-04-07,35,1,2,1,252,False,False,False,False,False,False,False,True,False,False,True
0,11,2022-06-08,2023-06-07,31,0,1,1,364,False,False,False,False,False,False,False,True,False,False,True
2,10,2022-09-08,2023-02-07,39,1,4,1,152,False,False,False,False,False,False,False,False,False,True,True
1,13,2022-08-14,2023-05-07,38,1,2,1,266,False,False,True,False,False,False,False,False,False,False,True
0,11,2022-08-20,2023-03-07,42,1,3,1,199,False,False,False,False,False,False,False,False,False,True,True
1,12,2022-08-28,2023-05-07,48,0,2,1,252,False,False,False,False,False,False,False,False,False,True,True
0,11,2022-02-09,2023-03-07,31,1,2,1,391,False,False,True,False,False,False,False,False,False,False,True
2,11,2022-04-09,2023-05-07,42,1,3,1,393,False,False,False,False,False,False,False,False,True,False,True
2,14,2022-06-09,2023-03-07,35,1,3,1,271,True,False,False,False,False,False,False,False,False,False,True
0,10,2022-09-14,2023-05-07,39,1,1,1,235,False,False,False,False,True,False,False,False,False,False,True
1,13,2022-09-15,2023-04-07,50,0,2,2,204,False,False,False,True,False,False,False,False,False,False,True
0,11,2022-09-16,2023-06-07,40,1,3,1,264,False,True,False,False,False,False,False,False,False,False,True
2,10,2022-09-28,2023-02-07,29,1,3,1,132,False,False,False,False,False,False,True,False,False,False,True
1,10,2022-02-10,2023-04-07,48,0,4,1,421,False,False,False,False,False,False,False,True,False,False,True
0,15,2022-03-10,2023-04-07,34,1,3,1,393,False,False,False,False,False,True,False,False,False,False,True
1,10,2022-05-10,2023-05-07,48,1,3,1,362,False,False,False,False,False,False,False,True,False,False,True
0,12,2022-07-10,2023-02-07,48,1,1,1,212,False,False,False,False,False,False,False,True,False,False,True
2,12,2022-09-10,2023-04-07,35,0,2,1,209,False,False,False,False,False,False,False,False,False,True,True
2,11,2022-11-10,2023-04-07,29,1,1,1,148,False,False,True,False,False,False,False,False,False,False,True
0,14,2022-10-13,2023-05-07,47,0,4,1,206,False,False,False,False,False,False,False,False,False,True,True
1,12,2022-10-15,2023-02-07,36,1,3,1,115,False,False,False,False,False,False,False,False,False,True,True
0,12,2022-10-17,2023-04-07,40,0,3,1,172,False,False,True,False,False,False,False,False,False,False,True
2,14,2022-10-21,2023-04-07,51,1,2,2,168,False,False,False,False,False,False,False,False,True,False,True
1,12,2022-10-23,2023-05-07,37,1,4,1,196,True,False,False,False,False,False,False,False,False,False,True
0,12,2022-10-24,2023-06-07,36,1,2,1,226,False,False,False,False,True,False,False,False,False,False,True
1,12,2022-10-28,2023-04-07,45,1,2,1,161,False,False,False,True,False,False,False,False,False,False,True
0,11,2022-10-31,2023-04-07,31,0,2,1,158,False,True,False,False,False,False,False,False,False,False,True
2,14,2022-03-11,2023-04-07,45,0,1,1,392,False,False,False,False,False,False,True,False,False,False,True
2,11,2022-04-11,2023-05-07,30,1,1,1,391,False,False,False,False,False,False,False,True,False,False,True
0,14,2022-05-11,2023-06-07,40,0,3,1,392,False,False,False,False,False,True,False,False,False,False,True
1,14,2022-06-11,2023-04-07,44,0,4,1,300,False,False,False,False,False,False,False,True,False,False,True
0,12,2022-01-11,2023-05-07,36,0,1,1,481,False,False,False,False,False,False,False,True,False,False,True
2,10,2022-01-11,2023-05-07,36,1,2,1,481,False,False,False,False,False,False,False,False,False,True,True
1,11,2022-10-29,2023-05-07,32,0,3,1,190,False,False,True,False,False,False,False,False,False,False,True
0,10,2022-10-27,2023-03-07,46,1,4,1,131,False,False,False,False,False,False,False,False,False,True,True
0,12,2022-10-16,2023-04-07,39,0,4,1,173,False,False,False,False,False,False,False,False,False,True,True
0,13,2022-10-14,2023-04-07,30,1,4,1,175,False,False,True,False,False,False,False,False,False,False,True
2,13,2022-09-14,2023-05-07,34,1,1,1,235,False,False,False,False,False,False,False,False,True,False,True
1,14,2022-03-09,2023-03-07,28,1,1,1,363,True,False,False,False,False,False,False,False,False,False,True
0,13,2022-08-27,2023-04-07,39,0,3,1,223,False,False,False,False,True,False,False,False,False,False,True
0,12,2022-08-27,2023-05-07,34,0,1,1,253,False,False,False,True,False,False,False,False,False,False,True
1,13,2022-08-21,2023-05-07,42,1,1,1,259,False,True,False,False,False,False,False,False,False,False,True
2,13,2022-08-13,2023-02-07,29,0,2,1,178,False,False,False,False,False,False,True,False,False,False,True
2,13,2022-12-08,2023-04-07,29,1,2,1,120,False,False,False,False,False,False,False,True,False,False,True
0,12,2022-07-24,2023-04-07,30,1,2,1,257,False,False,False,False,False,True,False,False,False,False,True
1,11,2022-07-24,2023-04-07,51,1,3,2,257,False,False,False,False,False,False,False,True,False,False,True
2,11,2022-12-07,2023-02-07,51,1,4,2,62,False,False,False,False,False,False,False,True,False,False,True
0,13,2022-09-07,2023-04-07,44,1,2,1,212,False,False,False,False,False,False,False,False,False,True,True
2,13,2022-09-07,2023-05-07,35,1,1,1,242,False,False,True,False,False,False,False,False,False,False,True
1,10,2022-10-07,2023-04-07,39,1,4,1,182,False,False,False,False,False,False,False,False,False,True,True
0,12,2022-02-07,2023-02-07,41,0,1,1,365,False,False,False,False,False,False,False,False,False,True,True
1,13,2022-02-07,2023-04-07,44,0,1,1,424,False,False,True,False,False,False,False,False,False,False,True
2,11,2022-01-07,2023-05-07,29,1,1,1,485,False,False,False,False,False,False,False,False,True,False,True
0,14,2022-01-07,2023-04-07,47,1,2,1,455,True,False,False,False,False,False,False,False,False,False,True
2,10,2022-06-30,2023-02-07,28,0,3,1,222,False,False,False,False,True,False,False,False,False,False,True
1,15,2022-06-29,2023-04-07,45,1,1,1,282,False,False,False,True,False,False,False,False,False,False,True
0,11,2022-06-26,2023-04-07,28,0,3,1,285,False,True,False,False,False,False,False,False,False,False,True
2,14,2022-06-27,2023-03-07,31,0,1,1,253,False,False,False,False,False,False,True,False,False,False,True
1,13,2022-06-25,2023-03-07,47,0,1,1,255,False,False,False,False,False,False,False,True,False,False,True
0,13,2022-06-23,2023-04-07,42,0,2,1,288,False,False,False,False,False,True,False,False,False,False,True
1,14,2022-06-24,2023-04-07,34,0,1,1,287,False,False,False,False,False,False,False,True,False,False,True
0,12,2022-06-25,2023-05-07,40,0,1,1,316,False,False,False,False,False,False,False,True,False,False,True
2,13,2022-06-26,2023-04-07,42,0,1,1,285,False,False,False,False,False,False,False,False,False,True,True
2,14,2022-06-27,2023-07-07,33,1,4,1,375,False,False,True,False,False,False,False,False,False,False,True
0,12,2022-06-30,2023-03-07,30,1,1,1,250,False,False,False,False,False,False,False,False,False,True,True
1,14,2022-03-07,2023-05-07,29,1,2,1,426,False,False,False,False,False,False,False,False,False,True,True
0,13,2022-09-07,2023-04-07,31,1,4,1,212,False,False,True,False,False,False,False,False,False,False,True
2,14,2022-07-17,2023-06-07,46,0,4,1,325,False,False,False,False,False,False,False,False,True,False,True
1,11,2022-07-22,2023-03-07,46,0,3,1,228,True,False,False,False,False,False,False,False,False,False,True
0,11,2022-07-28,2023-05-07,47,1,1,1,283,False,False,False,False,True,False,False,False,False,False,True
1,12,2022-04-08,2023-04-07,48,0,4,1,364,False,False,False,True,False,False,False,False,False,False,True
0,13,2022-08-08,2023-06-07,32,0,4,1,303,False,True,False,False,False,False,False,False,False,False,True
2,13,2022-08-13,2023-04-07,51,0,2,2,237,False,False,False,False,False,False,True,False,False,False,True
2,13,2022-08-17,2023-05-07,33,1,4,1,263,False,False,False,False,False,False,False,True,False,False,True
0,15,2022-08-20,2023-04-07,43,1,3,1,230,False,False,False,False,False,True,False,False,False,False,True
1,14,2022-08-28,2023-06-07,43,0,4,1,283,False,False,False,False,False,False,False,True,False,False,True
0,13,2022-08-29,2023-04-07,42,1,4,1,221,False,False,False,False,False,False,False,True,False,False,True
2,15,2022-03-09,2023-05-07,30,1,3,1,424,False,False,False,False,False,False,False,False,False,True,True
1,13,2022-10-09,2023-03-07,50,1,3,2,149,False,False,True,False,False,False,False,False,False,False,True
0,11,2022-09-13,2023-05-07,51,0,1,2,236,False,False,False,False,False,False,False,False,False,True,True
1,14,2022-09-15,2023-04-07,36,0,2,1,204,False,False,False,False,False,False,False,False,False,True,True
0,13,2022-09-25,2023-06-07,41,0,2,1,255,False,False,True,False,False,False,False,False,False,False,True
2,10,2022-01-10,2023-03-07,37,1,4,1,421,False,False,False,False,False,False,False,False,True,False,True
2,11,2022-02-10,2023-04-07,30,0,2,1,421,True,False,False,False,False,False,False,False,False,False,True
0,11,2022-05-10,2023-04-07,50,0,2,2,332,False,False,False,False,True,False,False,False,False,False,True
1,14,2022-06-10,2023-05-07,41,0,4,1,331,False,False,False,True,False,False,False,False,False,False,True
0,14,2022-07-10,2023-03-07,29,0,1,1,240,False,True,False,False,False,False,False,False,False,False,True
2,12,2022-10-10,2023-04-07,43,1,4,1,179,False,False,False,False,False,False,True,False,False,False,True
1,12,2022-12-10,2023-04-07,31,0,4,1,118,False,False,False,False,False,False,False,True,False,False,True
0,14,2022-10-15,2023-06-07,40,1,1,1,235,False,False,False,False,False,True,False,False,False,False,True
1,12,2022-10-17,2023-05-07,35,0,4,1,202,False,False,False,False,False,False,False,True,False,False,True
0,13,2022-10-21,2023-04-07,39,0,1,1,168,False,False,False,False,False,False,False,True,False,False,True
2,14,2022-10-23,2023-05-07,48,1,1,1,196,False,False,False,False,False,False,False,False,False,True,True
2,14,2022-10-24,2023-05-07,42,0,2,1,195,False,False,True,False,False,False,False,False,False,False,True
0,11,2022-10-27,2023-06-07,48,0,4,1,223,False,False,False,False,False,False,False,False,False,True,True
1,10,2022-10-30,2023-07-07,33,0,4,1,250,False,False,False,False,False,False,False,False,False,True,True
0,14,2022-10-31,2023-04-07,45,0,4,1,158,False,False,True,False,False,False,False,False,False,False,True
2,14,2022-03-11,2023-04-07,40,0,4,1,392,False,False,False,False,False,False,False,False,True,False,True
1,15,2022-05-11,2023-06-07,38,1,2,1,392,True,False,False,False,False,False,False,False,False,False,True
0,14,2022-06-11,2023-06-07,31,0,2,1,361,False,False,False,False,True,False,False,False,False,False,True
1,14,2022-01-11,2023-04-07,33,0,4,1,451,False,False,False,True,False,False,False,False,False,False,True
0,15,2022-02-11,2023-05-07,27,1,1,1,450,False,True,False,False,False,False,False,False,False,False,True
2,13,2022-02-11,2023-05-07,47,1,3,1,450,False,False,False,False,False,False,True,False,False,False,True
2,15,2022-01-11,2023-06-07,41,1,2,1,512,False,False,False,False,False,False,False,True,False,False,True
0,11,2022-10-17,2023-03-07,32,0,4,1,141,False,False,False,False,False,True,False,False,False,False,True
1,11,2022-10-18,2023-05-07,31,1,4,1,201,False,False,False,False,False,False,False,True,False,False,True
0,13,2022-09-28,2023-05-07,43,0,2,1,221,False,False,False,False,False,False,False,True,False,False,True
2,15,2022-09-23,2023-05-07,42,0,4,1,226,False,False,False,False,False,False,False,False,False,True,True
1,15,2022-09-22,2023-03-07,46,1,3,1,166,False,False,True,False,False,False,False,False,False,False,True
0,12,2022-08-31,2023-04-07,27,0,3,1,219,False,False,False,False,False,False,False,False,False,True,True
0,15,2022-08-28,2023-05-07,48,0,4,1,252,False,False,False,False,False,False,False,False,False,True,True
0,15,2022-08-27,2023-05-07,49,1,1,2,253,False,False,True,False,False,False,False,False,False,False,True
2,12,2022-08-17,2023-03-07,43,1,4,1,202,False,False,False,False,False,False,False,False,True,False,True
1,14,2022-09-08,2023-04-07,38,1,1,1,211,True,False,False,False,False,False,False,False,False,False,True
0,13,2022-07-24,2023-05-07,37,1,3,1,287,False,False,False,False,True,False,False,False,False,False,True
0,12,2022-07-16,2023-04-07,39,0,4,1,265,False,False,False,True,False,False,False,False,False,False,True
1,10,2022-07-15,2023-03-07,40,1,2,1,235,False,True,False,False,False,False,False,False,False,False,True
2,12,2022-12-07,2023-05-07,40,1,4,1,151,False,False,False,False,False,False,True,False,False,False,True
2,12,2022-12-07,2023-06-07,48,1,1,1,182,False,False,False,False,False,False,False,True,False,False,True
0,13,2022-09-07,2023-05-07,43,0,4,1,242,False,False,False,False,False,True,False,False,False,False,True
1,10,2022-05-07,2023-02-07,46,1,1,1,276,False,False,False,False,False,False,False,True,False,False,True
2,11,2022-05-07,2023-05-07,43,1,3,1,365,False,False,False,False,False,False,False,True,False,False,True
0,10,2022-03-07,2023-05-07,30,0,2,1,426,False,False,False,False,False,False,False,False,False,True,True
2,13,2022-01-07,2023-04-07,51,0,1,2,455,False,False,True,False,False,False,False,False,False,False,True
1,12,2022-06-30,2023-03-07,30,1,3,1,250,False,False,False,False,False,False,False,False,False,True,True
0,14,2022-06-27,2023-04-07,47,0,4,1,284,False,False,False,False,False,False,False,False,False,True,True
1,13,2022-06-28,2023-04-07,41,1,1,1,283,False,False,True,False,False,False,False,False,False,False,True
2,10,2022-06-28,2023-05-07,45,0,3,1,313,False,False,False,False,False,False,False,False,True,False,True
0,14,2022-06-24,2023-04-07,47,0,1,1,287,True,False,False,False,False,False,False,False,False,False,True
2,11,2022-06-24,2023-05-07,48,0,4,1,317,False,False,False,False,True,False,False,False,False,False,True
1,11,2022-06-25,2023-04-07,51,0,2,2,286,False,False,False,True,False,False,False,False,False,False,True
0,10,2022-06-26,2023-06-07,29,1,4,1,346,False,True,False,False,False,False,False,False,False,False,True
2,13,2022-06-27,2023-05-07,43,0,1,1,314,False,False,False,False,False,False,True,False,False,False,True
1,13,2022-06-29,2023-07-07,49,0,2,2,373,False,False,False,False,False,False,False,True,False,False,True
0,11,2022-02-07,2023-03-07,37,1,3,1,393,False,False,False,False,False,True,False,False,False,False,True
1,13,2022-07-07,2023-05-07,48,1,2,1,304,False,False,False,False,False,False,False,True,False,False,True
0,11,2022-07-13,2023-05-07,36,0,2,1,298,False,False,False,False,False,False,False,True,False,False,True
2,14,2022-07-18,2023-07-07,33,0,1,1,354,False,False,False,False,False,False,False,False,False,True,True
2,14,2022-07-24,2023-04-07,38,0,1,1,257,False,False,True,False,False,False,False,False,False,False,True
0,12,2022-07-31,2023-06-07,42,0,3,1,311,False,False,False,False,False,False,False,False,False,True,True
1,15,2022-01-08,2023-05-07,30,0,2,1,484,False,False,False,False,False,False,False,False,False,True,True
0,10,2022-08-08,2023-06-07,39,1,4,1,303,False,False,True,False,False,False,False,False,False,False,True
2,14,2022-08-13,2023-04-07,36,1,3,1,237,False,False,False,False,False,False,False,False,True,False,True
1,11,2022-08-14,2023-06-07,27,0,3,1,297,True,False,False,False,False,False,False,False,False,False,True
0,11,2022-08-23,2023-04-07,49,1,4,2,227,False,False,False,False,True,False,False,False,False,False,True
1,14,2022-08-27,2023-06-07,31,1,1,1,284,False,False,False,True,False,False,False,False,False,False,True
0,10,2022-08-31,2023-05-07,36,1,1,1,249,False,True,False,False,False,False,False,False,False,False,True
2,14,2022-09-09,2023-06-07,41,0,2,1,271,False,False,False,False,False,False,True,False,False,False,True
2,10,2022-10-09,2023-04-07,45,0,1,1,180,False,False,False,False,False,False,False,True,False,False,True
0,14,2022-12-09,2023-05-07,45,1,4,1,149,False,False,False,False,False,True,False,False,False,False,True
1,11,2022-09-17,2023-05-07,32,1,4,1,232,False,False,False,False,False,False,False,True,False,False,True
0,13,2022-09-21,2023-06-07,41,0,3,1,259,False,False,False,False,False,False,False,True,False,False,True
2,11,2022-02-10,2023-03-07,37,1,4,1,390,False,False,False,False,False,False,False,False,False,True,True
1,10,2022-04-10,2023-05-07,27,1,1,1,392,False,False,True,False,False,False,False,False,False,False,True
0,14,2022-06-10,2023-04-07,41,1,1,1,301,False,False,False,False,False,False,False,False,False,True,True
1,13,2022-07-10,2023-06-07,30,0,4,1,332,False,False,False,False,False,False,False,False,False,True,True
0,12,2022-08-10,2023-04-07,43,1,3,1,240,False,False,True,False,False,False,False,False,False,False,True
2,12,2022-11-10,2023-05-07,51,1,1,2,178,False,False,False,False,False,False,False,False,True,False,True
2,12,2022-10-13,2023-04-07,46,0,4,1,176,True,False,False,False,False,False,False,False,False,False,True
0,10,2022-10-15,2023-06-07,27,0,2,1,235,False,False,False,False,True,False,False,False,False,False,True
1,10,2022-10-19,2023-06-07,51,0,3,2,231,False,False,False,True,False,False,False,False,False,False,True
0,14,2022-10-21,2023-06-07,28,0,1,1,229,False,True,False,False,False,False,False,False,False,False,True
2,14,2022-10-23,2023-05-07,33,1,3,1,196,False,False,False,False,False,False,True,False,False,False,True
1,12,2022-10-26,2023-05-07,31,0,1,1,193,False,False,False,False,False,False,False,True,False,False,True
0,13,2022-10-27,2023-06-07,47,1,1,1,223,False,False,False,False,False,True,False,False,False,False,True
1,10,2022-10-31,2023-07-07,45,0,2,1,249,False,False,False,False,False,False,False,True,False,False,True
0,13,2022-03-11,2023-05-07,42,1,4,1,422,False,False,False,False,False,False,False,True,False,False,True
2,15,2022-05-11,2023-06-07,47,0,4,1,392,False,False,False,False,False,False,False,False,False,True,True
2,12,2022-06-11,2023-06-07,29,0,4,1,361,False,False,True,False,False,False,False,False,False,False,True
0,13,2022-03-11,2023-07-07,49,0,1,2,483,False,False,False,False,False,False,False,False,False,True,True
1,14,2022-03-11,2023-04-07,41,0,1,1,392,False,False,False,False,False,False,False,False,False,True,True
0,13,2022-04-11,2023-05-07,45,1,3,1,391,False,False,True,False,False,False,False,False,False,False,True
2,14,2022-02-11,2023-06-07,49,1,4,2,481,False,False,False,False,False,False,False,False,True,False,True
1,13,2022-10-27,2023-06-07,41,1,4,1,223,True,False,False,False,False,False,False,False,False,False,True
0,15,2022-10-27,2023-04-07,37,1,1,1,162,False,False,False,False,True,False,False,False,False,False,True
1,14,2022-10-15,2023-05-07,31,1,3,1,204,False,False,False,True,False,False,False,False,False,False,True
0,13,2022-03-10,2023-05-07,29,1,3,1,423,False,True,False,False,False,False,False,False,False,False,True
2,10,2022-09-25,2023-05-07,51,0,4,2,224,False,False,False,False,False,False,True,False,False,False,True
2,12,2022-09-16,2023-03-07,33,1,4,1,172,False,False,False,False,False,False,False,True,False,False,True
0,12,2022-09-14,2023-04-07,31,1,3,1,205,False,False,False,False,False,True,False,False,False,False,True
1,11,2022-11-09,2023-05-07,42,0,1,1,179,False,False,False,False,False,False,False,True,False,False,True
0,15,2022-09-09,2023-05-07,48,0,1,1,240,False,False,False,False,False,False,False,True,False,False,True
2,13,2022-12-08,2023-03-07,37,0,1,1,89,False,False,False,False,False,False,False,False,False,True,True
1,13,2022-04-08,2023-06-07,51,0,3,2,425,False,False,True,False,False,False,False,False,False,False,True
0,12,2022-04-08,2023-06-07,29,0,2,1,425,False,False,False,False,False,False,False,False,False,True,True
0,13,2022-07-31,2023-05-07,46,1,2,1,280,False,False,False,False,False,False,False,False,False,True,True
0,15,2022-07-29,2023-03-07,35,1,4,1,221,False,False,True,False,False,False,False,False,False,False,True
2,15,2022-07-14,2023-05-07,44,0,3,1,297,False,False,False,False,False,False,False,False,True,False,True
1,12,2022-07-13,2023-06-07,36,1,4,1,329,True,False,False,False,False,False,False,False,False,False,True
0,14,2022-11-07,2023-05-07,38,0,2,1,181,False,False,False,False,True,False,False,False,False,False,True
0,12,2022-12-07,2023-03-07,36,1,4,1,90,False,False,False,True,False,False,False,False,False,False,True
1,14,2022-11-07,2023-05-07,40,0,1,1,181,False,True,False,False,False,False,False,False,False,False,True
2,10,2022-02-07,2023-05-07,29,1,1,1,454,False,False,False,False,False,False,True,False,False,False,True
2,11,2022-06-30,2023-06-07,32,1,4,1,342,False,False,False,False,False,False,False,True,False,False,True
0,12,2022-06-30,2023-05-07,30,1,1,1,311,False,False,False,False,False,True,False,False,False,False,True
1,10,2022-06-29,2023-05-07,47,1,3,1,312,False,False,False,False,False,False,False,True,False,False,True
2,15,2022-06-30,2023-04-07,28,0,2,1,281,False,False,False,False,False,False,False,True,False,False,True
0,11,2022-06-24,2023-05-07,49,1,1,2,317,False,False,False,False,False,False,False,False,False,True,True
2,12,2022-06-25,2023-04-07,50,1,3,2,286,False,False,True,False,False,False,False,False,False,False,True
1,11,2022-06-25,2023-07-07,33,1,4,1,377,False,False,False,False,False,False,False,False,False,True,True
0,13,2022-06-26,2023-04-07,50,1,4,2,285,False,False,False,False,False,False,False,False,False,True,True
1,10,2022-06-27,2023-06-07,28,0,4,1,345,False,False,True,False,False,False,False,False,False,False,True
2,12,2022-06-29,2023-06-07,41,1,3,1,343,False,False,False,False,False,False,False,False,True,False,True
0,12,2022-01-07,2023-07-07,30,0,3,1,546,True,False,False,False,False,False,False,False,False,False,True
2,10,2022-03-07,2023-04-07,32,1,4,1,396,False,False,False,False,True,False,False,False,False,False,True
1,15,2022-12-07,2023-07-07,50,1,1,2,212,False,False,False,True,False,False,False,False,False,False,True
0,11,2022-07-15,2023-05-07,28,0,4,1,296,False,True,False,False,False,False,False,False,False,False,True
2,13,2022-07-19,2023-07-07,45,1,4,1,353,False,False,False,False,False,False,True,False,False,False,True
1,14,2022-07-27,2023-05-07,31,1,2,1,284,False,False,False,False,False,False,False,True,False,False,True
0,11,2022-07-29,2023-06-07,27,0,3,1,313,False,False,False,False,False,True,False,False,False,False,True
1,11,2022-06-08,2023-05-07,49,1,2,2,333,False,False,False,False,False,False,False,True,False,False,True
0,10,2022-08-13,2023-06-07,32,0,1,1,298,False,False,False,False,False,False,False,True,False,False,True
2,13,2022-08-14,2023-05-07,38,1,4,1,266,False,False,False,False,False,False,False,False,False,True,True
2,11,2022-08-20,2023-07-07,39,1,3,1,321,False,False,True,False,False,False,False,False,False,False,True
0,14,2022-08-24,2023-04-07,50,0,2,2,226,False,False,False,False,False,False,False,False,False,True,True
1,10,2022-08-28,2023-06-07,51,1,2,2,283,False,False,False,False,False,False,False,False,False,True,True
0,15,2022-05-09,2023-05-07,32,0,4,1,363,False,False,True,False,False,False,False,False,False,False,True
2,12,2022-10-09,2023-07-07,45,0,4,1,271,False,False,False,False,False,False,False,False,True,False,True
1,12,2022-11-09,2023-04-07,31,0,1,1,149,True,False,False,False,False,False,False,False,False,False,True
0,12,2022-09-14,2023-06-07,44,1,3,1,266,False,False,False,False,True,False,False,False,False,False,True
1,12,2022-09-21,2023-05-07,30,0,2,1,228,False,False,False,True,False,False,False,False,False,False,True
0,13,2022-09-26,2023-07-07,44,0,2,1,284,False,True,False,False,False,False,False,False,False,False,True
2,10,2022-09-30,2023-03-07,37,1,2,1,158,False,False,False,False,False,False,True,False,False,False,True
2,14,2022-02-10,2023-06-07,30,0,2,1,482,False,False,False,False,False,False,False,True,False,False,True
0,12,2022-06-10,2023-05-07,31,0,4,1,331,False,False,False,False,False,True,False,False,False,False,True
1,15,2022-07-10,2023-06-07,31,0,1,1,332,False,False,False,False,False,False,False,True,False,False,True
0,15,2022-09-10,2023-06-07,44,1,2,1,270,False,False,False,False,False,False,False,True,False,False,True
2,10,2022-11-10,2023-05-07,44,0,4,1,178,False,False,False,False,False,False,False,False,False,True,True
1,14,2022-12-10,2023-05-07,34,1,1,1,148,False,False,True,False,False,False,False,False,False,False,True
0,12,2022-10-16,2023-06-07,42,1,1,1,234,False,False,False,False,False,False,False,False,False,True,True
1,15,2022-10-17,2023-07-07,33,1,3,1,263,False,False,False,False,False,False,False,False,False,True,True
0,11,2022-10-21,2023-07-07,35,1,4,1,259,False,False,True,False,False,False,False,False,False,False,True
2,15,2022-10-23,2023-06-07,34,0,1,1,227,False,False,False,False,False,False,False,False,True,False,True
2,14,2022-10-25,2023-05-07,47,1,2,1,194,True,False,False,False,False,False,False,False,False,False,True
0,13,2022-10-27,2023-06-07,43,0,1,1,223,False,False,False,False,True,False,False,False,False,False,True
1,13,2022-10-29,2023-08-07,43,1,4,1,282,False,False,False,True,False,False,False,False,False,False,True
0,13,2022-01-11,2023-05-07,35,0,3,1,481,False,True,False,False,False,False,False,False,False,False,True
2,13,2022-04-11,2023-06-07,39,1,2,1,422,False,False,False,False,False,False,True,False,False,False,True
1,10,2022-04-11,2023-06-07,39,1,2,1,422,False,False,False,False,False,False,False,True,False,False,True
0,11,2022-04-11,2023-07-07,49,0,4,2,452,False,False,False,False,False,True,False,False,False,False,True
1,14,2022-05-11,2023-04-07,30,1,2,1,331,False,False,False,False,False,False,False,True,False,False,True
0,12,2022-02-11,2023-05-07,31,0,2,1,450,False,False,False,False,False,False,False,True,False,False,True
2,12,2022-03-11,2023-06-07,39,1,2,1,453,False,False,False,False,False,False,False,False,False,True,True
2,14,2022-10-30,2023-06-07,30,0,1,1,220,False,False,True,False,False,False,False,False,False,False,True
0,13,2022-10-31,2023-04-07,43,0,3,1,158,False,False,False,False,False,False,False,False,False,True,True
1,10,2022-10-14,2023-05-07,29,0,3,1,205,False,False,False,False,False,False,False,False,False,True,True
0,14,2022-09-26,2023-05-07,46,1,4,1,223,False,False,True,False,False,False,False,False,False,False,True
2,15,2022-09-17,2023-06-07,35,1,3,1,263,False,False,False,False,False,False,False,False,True,False,True
1,12,2022-09-16,2023-03-07,30,1,2,1,172,True,False,False,False,False,False,False,False,False,False,True
0,12,2022-12-09,2023-07-07,39,0,4,1,210,False,False,False,False,True,False,False,False,False,False,True
